Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME
2/17/10,1099.51,1101.03,1094.72,901474700
2/18/10,1106.75,1108.24,1097.48,837824700
2/19/10,1109.17,1112.42,1100.8,1066718000
2/22/10,1108.02,1112.29,1105.38,841575200
2/23/10,1094.6,1108.58,1092.18,924531600
2/24/10,1105.24,1106.42,1095.5,886744400
2/25/10,1102.94,1103.5,1086.02,997268200
2/26/10,1104.49,1107.24,1097.56,1047777000
3/1/10,1115.71,1116.11,1105.36,848095200
3/2/10,1118.31,1123.46,1116.51,952852700
3/3/10,1118.79,1125.64,1116.58,848040200
3/4/10,1122.97,1123.73,1116.66,833652700
3/5/10,1138.7,1139.38,1125.12,882411700
3/8/10,1138.51,1141.05,1136.77,788793200
3/9/10,1140.45,1145.37,1134.9,1015641000
3/10/10,1145.61,1148.26,1140.09,1027995000
3/11/10,1150.24,1150.24,1138.99,867799100
3/12/10,1149.99,1153.41,1146.97,917272300
3/15/10,1150.51,1150.98,1141.45,826897500
3/16/10,1159.46,1160.28,1150.35,916688600
3/17/10,1166.21,1169.84,1159.94,872799000
3/18/10,1165.83,1167.77,1161.16,801459600
3/19/10,1159.9,1169.2,1155.33,1776632000
3/22/10,1165.81,1167.82,1152.88,832481800
3/23/10,1174.17,1174.72,1163.83,867550000
3/24/10,1167.72,1173.04,1166.01,885073700
3/25/10,1165.73,1180.69,1165.09,1041639000
3/26/10,1166.59,1173.93,1161.48,870957300
3/29/10,1173.22,1174.85,1167.71,781619700
3/30/10,1173.27,1177.83,1168.92,768856900
3/31/10,1169.43,1174.56,1165.77,956306300
4/1/10,1178.1,1181.43,1170.69,792755400
4/2/10,1178.1,1181.43,1170.69,792755400
4/5/10,1187.44,1187.73,1178.71,712058900
4/6/10,1189.44,1191.8,1182.77,779278100
4/7/10,1182.45,1189.6,1177.25,958127100
4/8/10,1186.44,1188.55,1175.12,896184600
4/9/10,1194.37,1194.66,1187.15,790852800
4/12/10,1196.48,1199.2,1194.71,739763000
4/13/10,1197.3,1199.04,1188.82,863404500
4/14/10,1210.65,1210.65,1198.69,1040031000
4/15/10,1211.67,1213.92,1208.5,1043164000
4/16/10,1192.13,1210.17,1186.77,1620630000
4/19/10,1197.52,1197.87,1183.68,1074802000
4/20/10,1207.17,1208.58,1199.04,973545700
4/21/10,1205.94,1210.99,1198.85,1121408000
4/22/10,1208.67,1210.27,1190.19,1176060000
4/23/10,1217.28,1217.28,1205.1,1065413000
4/26/10,1212.05,1219.8,1211.07,1028910000
4/27/10,1183.71,1211.38,1181.62,1383014000
4/28/10,1191.36,1195.05,1181.81,1255202000
4/29/10,1206.78,1209.36,1193.3,1125712000
4/30/10,1186.69,1207.99,1186.32,1298899000
5/3/10,1202.26,1205.13,1188.58,914874100
5/4/10,1173.6,1197.5,1168.12,1252231000
5/5/10,1165.9,1175.95,1158.15,1211551000
5/6/10,1128.15,1167.58,1065.79,2145979000
5/7/10,1110.88,1135.13,1094.15,2043658000
5/10/10,1159.73,1163.85,1122.27,1564599000
5/11/10,1155.79,1170.48,1147.71,1199354000
5/12/10,1171.67,1172.87,1155.43,1044817000
5/13/10,1157.44,1173.57,1156.14,983465700
5/14/10,1135.68,1157.19,1126.14,1275993000
5/17/10,1136.94,1141.88,1114.96,1155262000
5/18/10,1120.8,1148.66,1117.2,1261169000
5/19/10,1115.05,1124.27,1100.66,1323995000
5/20/10,1071.59,1107.34,1071.58,1726701000
5/21/10,1087.69,1090.16,1055.9,2021935000
5/24/10,1073.65,1089.95,1072.7,1072740000
5/25/10,1074.03,1074.75,1040.78,1511351000
5/26/10,1067.95,1090.75,1065.59,1549015000
5/27/10,1103.06,1103.52,1074.27,1164024000
5/28/10,1089.41,1102.59,1084.78,1194470000
5/31/10,1089.41,1102.59,1084.78,1194470000
6/1/10,1070.71,1094.77,1069.89,1148576000
6/2/10,1098.38,1098.56,1072.03,1070243000
6/3/10,1102.83,1105.67,1091.81,987637200
6/4/10,1064.88,1098.43,1060.5,1355179000
6/7/10,1050.47,1071.36,1049.86,1186455000
6/8/10,1062,1063.15,1042.17,1365121000
6/9/10,1055.69,1077.74,1052.25,1389962000
6/10/10,1086.84,1087.85,1058.77,1099455000
6/11/10,1091.6,1092.25,1077.12,859499400
6/14/10,1089.63,1105.91,1089.03,873701800
6/15/10,1115.23,1115.59,1091.21,959778200
6/16/10,1114.61,1118.74,1107.13,843294500
6/17/10,1116.04,1117.72,1105.87,901952200
6/18/10,1117.51,1121.01,1113.93,1458416000
6/21/10,1113.2,1131.23,1108.24,847742900
6/22/10,1095.31,1118.5,1094.18,895710100
6/23/10,1092.04,1099.64,1085.31,928934300
6/24/10,1073.69,1090.93,1071.6,1089502000
6/25/10,1076.77,1083.56,1067.89,1794599000
6/28/10,1074.57,1082.6,1071.45,791454100
6/29/10,1041.24,1071.1,1035.18,1370145000
6/30/10,1030.71,1048.08,1028.33,1180803000
7/1/10,1027.37,1033.58,1010.91,1337508000
7/2/10,1022.58,1032.95,1015.93,919290900
7/5/10,1022.58,1032.95,1015.93,919290900
7/6/10,1028.06,1042.5,1018.35,1050872000
7/7/10,1060.27,1060.89,1028.54,1077344000
7/8/10,1070.24,1071.25,1058.24,966049900
7/9/10,1077.96,1078.16,1068.1,732665300
7/12/10,1078.75,1080.78,1070.45,704473800
7/13/10,1095.34,1099.46,1080.65,961650200
7/14/10,1095.17,1099.08,1087.68,932805600
7/15/10,1096.48,1098.66,1080.53,970747700
7/16/10,1064.88,1093.85,1063.32,1362979000
7/19/10,1071.25,1074.7,1061.11,816103200
7/20/10,1083.48,1083.94,1056.88,970360300
7/21/10,1069.59,1088.96,1065.25,1104964000
7/22/10,1093.67,1097.5,1072.14,1027600000
7/23/10,1102.66,1103.73,1087.88,999404500
7/26/10,1115.01,1115.01,1101.3,849887700
7/27/10,1113.84,1120.95,1109.78,911842500
7/28/10,1106.13,1114.66,1103.11,848056700
7/29/10,1101.53,1115.9,1092.82,1055991000
7/30/10,1101.6,1106.44,1088.01,1011311000
8/2/10,1125.86,1127.3,1107.53,853402400
8/3/10,1120.46,1125.44,1116.76,810036200
8/4/10,1127.24,1128.75,1119.46,806520100
8/5/10,1125.82,1126.56,1118.81,698783400
8/6/10,1121.64,1123.06,1107.17,787070300
8/9/10,1127.79,1129.24,1120.91,659523200
8/10/10,1121.06,1127.16,1111.58,860995600
8/11/10,1089.47,1116.89,1088.55,985471800
8/12/10,1083.61,1086.72,1076.69,899320700
8/13/10,1079.25,1086.25,1079,718032100
8/16/10,1079.38,1082.62,1069.49,665171400
8/17/10,1092.54,1100.14,1081.16,829537900
8/18/10,1094.16,1099.77,1085.76,791442200
8/19/10,1075.63,1092.44,1070.66,985622400
8/20/10,1071.69,1075.63,1063.91,1072491000
8/23/10,1067.36,1081.58,1067.08,744474600
8/24/10,1051.87,1063.2,1046.68,1015008000
8/25/10,1055.33,1059.38,1039.83,930268500
8/26/10,1047.22,1061.45,1045.4,853264600
8/27/10,1064.59,1065.21,1039.7,943504900
8/30/10,1048.92,1064.4,1048.79,701701800
8/31/10,1049.33,1055.14,1040.88,1246506000
9/1/10,1080.29,1081.3,1049.72,1000221000
9/2/10,1090.1,1090.1,1080.39,757460200
9/3/10,1104.51,1105.1,1093.61,769056700
9/6/10,1104.51,1105.1,1093.61,769056700
9/7/10,1091.84,1102.6,1091.15,717835300
9/8/10,1098.87,1103.26,1092.36,777852200
9/9/10,1104.18,1110.27,1101.15,727312800
9/10/10,1109.55,1110.88,1103.92,661831400
9/13/10,1121.9,1123.87,1113.38,825845100
9/14/10,1121.1,1127.36,1115.58,816861600
9/15/10,1125.07,1126.46,1114.63,846607700
9/16/10,1124.66,1125.44,1118.88,817472600
9/17/10,1125.59,1131.47,1122.43,1753797000
9/20/10,1142.71,1144.86,1126.57,785235600
9/21/10,1139.78,1148.59,1136.22,912470300
9/22/10,1134.28,1144.38,1131.58,852433200
9/23/10,1124.83,1136.77,1122.79,773043400
9/24/10,1148.67,1148.9,1131.69,874920800
9/27/10,1142.16,1149.92,1142,722169700
9/28/10,1147.7,1150,1132.09,851188700
9/29/10,1144.73,1148.63,1140.26,816317200
9/30/10,1141.2,1157.16,1136.08,1042092000
10/1/10,1146.24,1150.3,1139.42,858095800
10/4/10,1137.03,1148.16,1131.87,783957900
10/5/10,1160.75,1162.76,1140.68,1029391000
10/6/10,1159.97,1162.33,1154.85,825046700
10/7/10,1158.06,1163.87,1151.41,753418000
10/8/10,1165.15,1167.73,1155.58,778558300
10/11/10,1165.32,1168.68,1162.02,651072800
10/12/10,1169.77,1172.58,1155.71,785977000
10/13/10,1178.1,1184.38,1171.32,1119268000
10/14/10,1173.81,1178.89,1166.71,1016383000
10/15/10,1176.19,1181.2,1167.12,1282654000
10/18/10,1184.71,1185.53,1174.55,876969200
10/19/10,1165.9,1178.64,1159.71,1066262000
10/20/10,1178.17,1182.94,1166.74,939888600
10/21/10,1180.27,1189.43,1171.17,856693800
10/22/10,1183.08,1183.93,1178.99,634964700
10/25/10,1185.62,1196.14,1184.74,841896700
10/26/10,1185.64,1187.11,1177.72,789580900
10/27/10,1182.45,1183.84,1171.7,833946200
10/28/10,1183.78,1189.53,1177.1,793706700
10/29/10,1183.26,1185.46,1179.7,875659500
11/1/10,1184.38,1195.81,1177.65,726481200
11/2/10,1193.57,1195.88,1187.86,704864800
11/3/10,1197.96,1198.3,1183.56,874069800
11/4/10,1221.06,1221.25,1198.34,1114416000
11/5/10,1225.85,1227.08,1220.29,1013115000
11/8/10,1223.25,1224.57,1217.55,711290600
11/9/10,1213.4,1226.84,1208.94,864957500
11/10/10,1218.71,1218.75,1204.33,869153700
11/11/10,1213.54,1215.45,1204.49,911408400
11/12/10,1199.21,1210.5,1194.08,883352900
11/15/10,1197.75,1207.43,1197.15,744739500
11/16/10,1178.34,1194.79,1173,1075092000
11/17/10,1178.59,1183.56,1175.82,776750100
11/18/10,1196.68,1200.29,1183.75,868550300
11/19/10,1199.73,1199.97,1189.44,976848000
11/22/10,1197.84,1198.94,1184.58,746116900
11/23/10,1180.73,1192.51,1176.91,844886500
11/24/10,1198.35,1198.62,1183.7,688863000
11/25/10,1198.35,1198.62,1183.7,688863000
11/26/10,1189.4,1194.16,1186.93,325286500
11/29/10,1187.76,1190.34,1173.64,745919400
11/30/10,1180.55,1187.4,1174.14,1131762000
12/1/10,1206.07,1207.61,1186.6,893707300
12/2/10,1221.53,1221.89,1206.81,903101200
12/3/10,1224.71,1225.57,1216.82,706335800
12/6/10,1223.12,1225.8,1220.67,618910000
12/7/10,1223.75,1235.05,1223.25,1373540000
12/8/10,1228.28,1228.93,1219.5,868202600
12/9/10,1233,1234.71,1226.85,773212200
12/10/10,1240.4,1240.4,1232.58,761857600
12/13/10,1240.46,1246.73,1240.34,797223700
12/14/10,1241.59,1246.59,1238.17,774840800
12/15/10,1235.23,1244.25,1234.01,885460700
12/16/10,1242.87,1243.75,1232.85,792534200
12/17/10,1243.91,1245.81,1239.87,1714468000
12/20/10,1247.08,1250.2,1241.51,654652000
12/21/10,1254.6,1255.82,1249.43,615868900
12/22/10,1258.84,1259.39,1254.94,621307100
12/23/10,1256.77,1258.59,1254.05,457825500
12/24/10,1256.77,1258.59,1254.05,457825500
12/27/10,1257.54,1258.43,1251.48,361535900
12/28/10,1258.51,1259.9,1256.22,423304400
12/29/10,1259.78,1262.6,1258.78,368445600
12/30/10,1257.88,1261.09,1256.32,346168400
12/31/10,1257.64,1259.34,1254.19,432480600
1/3/11,1271.87,1276.17,1257.62,863689100
1/4/11,1270.2,1274.12,1262.66,836051400
1/5/11,1276.56,1277.63,1265.36,817246800
1/6/11,1273.85,1278.17,1270.43,888521900
1/7/11,1271.5,1276.83,1261.7,864579600
1/10/11,1269.75,1271.52,1262.18,748085600
1/11/11,1274.48,1277.25,1269.62,723905000
1/12/11,1285.95,1286.87,1275.65,747161500
1/13/11,1283.76,1286.7,1280.47,753236800
1/14/11,1293.24,1293.24,1281.24,863746500
1/17/11,1293.24,1293.24,1281.24,863746500
1/18/11,1295.02,1296.06,1290.16,1003669000
1/19/11,1281.92,1294.6,1278.92,843205000
1/20/11,1280.26,1283.35,1271.26,967917200
1/21/11,1283.35,1291.21,1282.07,1068160000
1/24/11,1290.84,1291.93,1282.47,762207300
1/25/11,1291.18,1291.26,1281.07,848282200
1/26/11,1296.63,1299.74,1291.97,872437100
1/27/11,1299.54,1301.29,1294.41,810751700
1/28/11,1276.34,1302.67,1275.1,1041029000
1/31/11,1286.12,1287.17,1276.5,949293600
2/1/11,1307.59,1308.86,1289.14,849970400
2/2/11,1304.03,1307.61,1302.62,731132700
2/3/11,1307.1,1308.6,1294.83,794558500
2/4/11,1310.87,1311,1301.67,716198800
2/7/11,1319.05,1322.85,1311.85,697234500
2/8/11,1324.57,1324.87,1316.03,667090200
2/9/11,1320.88,1324.54,1314.89,758074000
2/10/11,1321.87,1322.78,1311.74,923048100
2/11/11,1329.15,1330.79,1316.08,781984400
2/14/11,1332.32,1332.96,1326.9,678552400
2/15/11,1328.01,1330.43,1324.61,744670600
2/16/11,1336.32,1337.61,1329.51,800352600
2/17/11,1340.43,1341.5,1331,716751900
2/18/11,1343.01,1344.07,1338.12,1009097000
2/21/11,1343.01,1344.07,1338.12,1009097000
2/22/11,1315.44,1338.91,1312.33,1043634000
2/23/11,1307.4,1317.91,1299.55,1053304000
2/24/11,1306.1,1310.91,1294.26,943755300
2/25/11,1319.88,1320.61,1307.34,730596300
2/28/11,1327.22,1329.38,1320.55,964948400
3/1/11,1306.33,1332.09,1306.14,921121600
3/2/11,1308.44,1314.19,1302.58,809778800
3/3/11,1330.97,1332.28,1312.37,845611000
3/4/11,1321.15,1331.08,1312.59,826873500
3/7/11,1310.13,1327.68,1303.99,834883500
3/8/11,1321.82,1325.74,1306.86,774982000
3/9/11,1320.03,1323.21,1312.27,711229000
3/10/11,1295.11,1315.72,1294.21,913644600
3/11/11,1304.28,1308.35,1291.99,739828400
3/14/11,1296.39,1301.19,1286.37,766079400
3/15/11,1281.87,1288.46,1261.12,1057813000
3/16/11,1256.88,1280.91,1249.05,1202294000
3/17/11,1273.71,1278.88,1261.61,869807800
3/18/11,1279.2,1288.88,1276.18,1498962000
3/21/11,1298.38,1300.58,1281.65,801526500
3/22/11,1293.77,1299.35,1292.7,648417300
3/23/11,1297.54,1300.51,1284.05,710224400
3/24/11,1309.66,1311.34,1297.74,707924500
3/25/11,1313.8,1319.18,1310.15,667164700
3/28/11,1310.19,1319.74,1310.19,603884500
3/29/11,1319.44,1319.45,1305.26,599063700
3/30/11,1328.26,1331.74,1321.89,690857200
3/31/11,1325.83,1329.77,1325.03,830426200
4/1/11,1332.41,1337.85,1328.89,745055900
4/4/11,1332.87,1336.74,1329.1,599572700
4/5/11,1332.63,1338.21,1330.03,676136200
4/6/11,1335.54,1339.38,1331.09,745264300
4/7/11,1333.51,1338.8,1326.56,736208600
4/8/11,1328.17,1339.46,1322.94,610850600
4/11/11,1324.46,1333.77,1321.06,625380700
4/12/11,1314.16,1321.96,1309.51,712603500
4/13/11,1314.41,1321.35,1309.19,674949100
4/14/11,1314.52,1316.79,1302.42,695320600
4/15/11,1319.68,1322.88,1313.68,905223500
4/18/11,1305.14,1313.35,1294.7,838012000
4/19/11,1312.62,1312.7,1303.97,703791700
4/20/11,1330.36,1332.66,1319.12,835115600
4/21/11,1337.38,1337.49,1332.83,708759900
4/22/11,1337.38,1337.49,1332.83,708759900
4/25/11,1335.25,1337.55,1331.47,576954900
4/26/11,1347.24,1349.55,1336.75,782045800
4/27/11,1355.66,1357.49,1344.25,763433300
4/28/11,1360.48,1361.71,1353.6,780435800
4/29/11,1363.61,1364.56,1358.69,1160791000
5/2/11,1361.22,1370.58,1358.59,764689600
5/3/11,1356.62,1360.84,1349.52,815306700
5/4/11,1347.32,1355.9,1341.5,849156000
5/5/11,1335.1,1348,1329.17,857823700
5/6/11,1340.2,1354.36,1335.58,806154800
5/9/11,1346.3,1349.44,1338.64,595494300
5/10/11,1357.16,1359.44,1348.34,655810600
5/11/11,1342.08,1354.51,1336.36,894507500
5/12/11,1348.65,1351.05,1332.03,825678600
5/13/11,1337.77,1350.47,1333.36,821303600
5/16/11,1329.47,1343.33,1327.32,790246500
5/17/11,1328.98,1330.42,1318.51,800532200
5/18/11,1340.68,1341.82,1326.59,740387600
5/19/11,1343.6,1346.82,1336.36,700199900
5/20/11,1333.27,1342,1330.67,778073200
5/23/11,1317.37,1333.07,1312.88,680585600
5/24/11,1316.28,1323.72,1313.87,675262000
5/25/11,1320.47,1325.86,1311.8,771186800
5/26/11,1325.69,1328.51,1314.41,706888100
5/27/11,1331.1,1334.62,1325.69,551926300
5/30/11,1331.1,1334.62,1325.69,551926300
5/31/11,1345.2,1345.2,1331.1,975977800
6/1/11,1314.55,1345.2,1313.71,914963700
6/2/11,1312.94,1318.03,1305.61,775901000
6/3/11,1300.16,1312.94,1297.9,737095000
6/6/11,1286.17,1300.26,1284.72,759753000
6/7/11,1284.94,1296.22,1284.74,761978600
6/8/11,1279.56,1287.04,1277.42,776884900
6/9/11,1289,1294.54,1279.63,695352800
6/10/11,1270.98,1288.6,1268.28,798538200
6/13/11,1271.83,1277.04,1265.64,693631600
6/14/11,1287.87,1292.5,1272.22,713130600
6/15/11,1265.42,1287.87,1261.9,856800500
6/16/11,1267.64,1274.11,1258.07,850086000
6/17/11,1271.5,1279.82,1267.4,1285999000
6/20/11,1278.36,1280.42,1267.56,618769800
6/21/11,1295.52,1297.62,1278.4,653988700
6/22/11,1287.14,1298.61,1286.79,641414900
6/23/11,1283.5,1286.6,1262.87,914047200
6/24/11,1268.44,1283.93,1267.24,1141081000
6/27/11,1280.1,1284.91,1267.53,676895600
6/28/11,1296.67,1296.8,1280.21,615825400
6/29/11,1307.41,1309.21,1296.85,725588700
6/30/11,1320.64,1321.97,1307.64,783905600
7/1/11,1339.67,1341.01,1318.18,650184100
7/4/11,1339.67,1341.01,1318.18,650184100
7/5/11,1337.88,1340.89,1334.3,691916300
7/6/11,1339.22,1340.94,1330.92,628787100
7/7/11,1353.22,1356.48,1339.62,666189900
7/8/11,1343.8,1352.39,1333.71,614534800
7/11/11,1319.49,1343.31,1316.42,650841300
7/12/11,1313.64,1327.17,1313.33,744327400
7/13/11,1317.72,1331.48,1314.45,677858000
7/14/11,1308.87,1326.88,1306.51,739565200
7/15/11,1316.14,1317.7,1307.52,898330800
7/18/11,1305.44,1315.94,1295.92,695846300
7/19/11,1326.73,1328.14,1307.07,721579400
7/20/11,1325.84,1330.43,1323.65,692745700
7/21/11,1343.8,1347,1325.65,855081700
7/22/11,1345.02,1346.1,1336.95,610437200
7/25/11,1337.43,1344.32,1331.09,590893400
7/26/11,1331.94,1338.51,1329.59,668932000
7/27/11,1304.89,1331.91,1303.49,869999700
7/28/11,1300.67,1316.32,1299.16,764966400
7/29/11,1292.28,1304.16,1282.86,1002897000
8/1/11,1286.94,1307.38,1274.73,872788200
8/2/11,1254.05,1286.56,1254.03,980449500
8/3/11,1260.34,1261.2,1234.56,1037612000
8/4/11,1200.07,1260.23,1199.54,1385265000
8/5/11,1199.38,1218.11,1168.09,1758869000
8/8/11,1119.46,1198.48,1119.28,1983507000
8/9/11,1172.53,1172.88,1101.54,1894354000
8/10/11,1120.76,1171.77,1118.01,1758189000
8/11/11,1172.64,1186.29,1121.3,1568866000
8/12/11,1178.81,1189.04,1170.74,1037635000
8/15/11,1204.49,1204.49,1178.86,875139600
8/16/11,1192.76,1204.22,1180.53,893008900
8/17/11,1193.88,1208.47,1184.36,799193100
8/18/11,1140.65,1189.62,1131.03,1326457000
8/19/11,1123.53,1154.54,1122.05,1292127000
8/22/11,1123.82,1145.49,1121.09,921707600
8/23/11,1162.35,1162.35,1122.91,974389600
8/24/11,1177.6,1178.56,1156.3,896342000
8/25/11,1159.27,1190.68,1155.47,961114500
8/26/11,1176.8,1181.23,1135.91,943051800
8/29/11,1210.09,1210.28,1177.91,704478000
8/30/11,1212.92,1220.1,1195.77,815088100
8/31/11,1218.89,1230.71,1209.35,981076700
9/1/11,1204.42,1229.29,1203.85,753909500
9/2/11,1173.97,1203.9,1170.56,737072700
9/5/11,1173.97,1203.9,1170.56,737072700
9/6/11,1165.24,1173.97,1140.13,905421800
9/7/11,1198.62,1198.62,1165.85,824662300
9/8/11,1185.9,1204.4,1183.34,853521200
9/9/11,1154.23,1185.37,1148.37,1034731000
9/12/11,1162.27,1162.52,1136.07,881469400
9/13/11,1172.87,1176.41,1157.44,845192700
9/14/11,1188.67,1202.38,1162.73,912873400
9/15/11,1209.11,1209.11,1189.44,843019600
9/16/11,1216.01,1220.06,1204.46,1604834000
9/19/11,1204.09,1214.99,1188.36,757025200
9/20/11,1202.09,1220.39,1201.29,736293400
9/21/11,1166.76,1206.3,1166.21,989838300
9/22/11,1129.56,1164.55,1114.22,1392206000
9/23/11,1136.43,1141.72,1121.36,981158500
9/26/11,1162.95,1164.19,1131.07,936022800
9/27/11,1175.38,1195.86,1163.32,918389600
9/28/11,1151.06,1184.71,1150.4,805583200
9/29/11,1160.4,1175.87,1139.93,916137500
9/30/11,1131.42,1159.93,1131.34,1009216000
10/3/11,1099.23,1138.99,1098.92,1097345000
10/4/11,1123.95,1125.12,1074.77,1268770000
10/5/11,1144.03,1146.07,1115.68,1045411000
10/6/11,1164.97,1165.55,1134.95,890403200
10/7/11,1155.46,1171.4,1150.26,902817000
10/10/11,1194.89,1194.91,1158.15,682137300
10/11/11,1195.54,1199.24,1187.3,664493900
10/12/11,1207.25,1220.25,1196.19,822156500
10/13/11,1203.66,1207.46,1190.58,702475100
10/14/11,1224.58,1224.61,1205.65,646495900
10/17/11,1200.86,1224.47,1198.55,695732400
10/18/11,1225.38,1233.1,1191.48,881957600
10/19/11,1209.88,1229.64,1206.31,817007400
10/20/11,1215.39,1219.53,1197.34,801640100
10/21/11,1238.25,1239.03,1215.39,1061759000
10/24/11,1254.19,1256.55,1238.72,725227500
10/25/11,1229.05,1254.19,1226.79,793315100
10/26/11,1242,1246.28,1221.06,908841600
10/27/11,1284.59,1292.66,1243.97,1075923000
10/28/11,1285.09,1287.08,1277.01,787385500
10/31/11,1253.3,1284.96,1253.16,890665900
11/1/11,1218.28,1251,1215.42,1031881000
11/2/11,1237.9,1242.48,1219.62,767818500
11/3/11,1261.15,1263.21,1234.81,807227500
11/4/11,1253.23,1260.82,1238.92,684028700
11/7/11,1261.12,1261.7,1240.75,615361200
11/8/11,1275.92,1277.55,1254.99,677924400
11/9/11,1229.1,1275.18,1226.64,887251700
11/10/11,1239.69,1246.22,1227.7,705854000
11/11/11,1263.86,1266.98,1240.12,587644900
11/14/11,1251.78,1263.85,1246.68,544542300
11/15/11,1257.81,1264.25,1244.34,637562000
11/16/11,1236.91,1259.61,1235.67,764548600
11/17/11,1216.13,1237.73,1209.43,835912900
11/18/11,1215.65,1223.51,1211.36,800074600
11/21/11,1192.98,1215.62,1183.16,753588300
11/22/11,1188.04,1196.81,1181.65,685834200
11/23/11,1161.79,1187.48,1161.79,704466000
11/24/11,1161.79,1187.48,1161.79,704466000
11/25/11,1158.67,1172.66,1158.66,343744800
11/28/11,1192.55,1197.35,1158.67,751659600
11/29/11,1195.19,1203.67,1191.8,670504700
11/30/11,1246.96,1247.11,1196.72,1200225000
12/1/11,1244.58,1251.09,1239.73,652301600
12/2/11,1244.28,1260.08,1243.35,681955000
12/5/11,1257.08,1266.73,1244.33,697457000
12/6/11,1258.47,1266.03,1253.03,607905400
12/7/11,1261.01,1267.06,1244.8,732738400
12/8/11,1234.35,1260.87,1231.47,724592200
12/9/11,1255.19,1258.25,1234.48,618210500
12/12/11,1236.47,1255.05,1227.25,629896800
12/13/11,1225.73,1249.86,1219.43,747075300
12/14/11,1211.82,1225.73,1209.47,720140300
12/15/11,1215.75,1225.6,1212.12,663378700
12/16/11,1219.66,1231.04,1215.2,1426521000
12/19/11,1205.35,1224.57,1202.37,587340200
12/20/11,1241.31,1242.82,1205.72,754007700
12/21/11,1243.72,1245.09,1229.51,749174700
12/22/11,1254,1255.22,1243.72,640867400
12/23/11,1265.33,1265.42,1254,366478700
12/26/11,1265.33,1265.42,1254,366478700
12/27/11,1265.43,1269.37,1262.3,355395200
12/28/11,1249.64,1265.85,1248.64,399877500
12/29/11,1263.02,1263.54,1249.75,387516400
12/30/11,1257.61,1264.12,1257.46,431155100
1/2/12,1257.61,1264.12,1257.46,431155100
1/3/12,1277.06,1284.62,1258.86,678971800
1/4/12,1277.3,1278.73,1268.1,640869400
1/5/12,1281.06,1283.05,1265.26,676181000
1/6/12,1277.81,1281.84,1273.34,596105200
1/9/12,1280.7,1281.99,1274.55,592425700
1/10/12,1292.08,1296.46,1280.77,665245400
1/11/12,1292.48,1293.8,1285.41,577531900
1/12/12,1295.5,1296.82,1285.77,590075600
1/13/12,1289.09,1294.82,1277.58,665046500
1/16/12,1289.09,1294.82,1277.58,665046500
1/17/12,1293.67,1303,1290.22,654204800
1/18/12,1308.04,1308.11,1290.99,704686400
1/19/12,1314.5,1315.49,1308.07,682343700
1/20/12,1315.38,1315.38,1309.17,893773400
1/23/12,1316,1322.28,1309.89,597476400
1/24/12,1314.65,1315.96,1306.06,602734300
1/25/12,1326.05,1328.3,1307.65,715988300
1/26/12,1318.43,1333.47,1313.6,713940000
1/27/12,1316.33,1320.06,1311.72,684854500
1/30/12,1313.01,1316.16,1300.49,585225000
1/31/12,1312.41,1321.41,1306.69,805851600
2/1/12,1324.09,1330.52,1312.45,684278900
2/2/12,1325.54,1329.19,1321.57,592382300
2/3/12,1344.9,1345.34,1326.21,676318600
2/6/12,1344.33,1344.36,1337.52,539291500
2/7/12,1347.05,1349.24,1335.92,545415200
2/8/12,1349.96,1351,1341.95,610168500
2/9/12,1351.95,1354.32,1344.63,626872200
2/10/12,1342.64,1351.21,1337.35,585432200
2/13/12,1351.77,1353.35,1343.06,516968200
2/14/12,1350.5,1351.3,1340.83,642037100
2/15/12,1343.23,1355.87,1340.8,641017600
2/16/12,1358.04,1359.02,1341.22,626443500
2/17/12,1361.23,1363.4,1357.24,864006900
2/20/12,1361.23,1363.4,1357.24,864006900
2/21/12,1362.21,1367.76,1358.11,645263300
2/22/12,1357.66,1362.7,1355.53,584640400
2/23/12,1363.46,1364.24,1352.28,580674200
2/24/12,1365.74,1368.92,1363.46,481739700
2/27/12,1367.59,1371.94,1354.92,582264100
2/28/12,1372.17,1373.09,1365.97,596843700
2/29/12,1365.68,1378.04,1363.81,855129900
3/1/12,1374.09,1376.17,1365.9,626351000
3/2/12,1369.63,1374.53,1366.42,478462800
3/5/12,1364.34,1369.59,1359.13,538399200
3/6/12,1343.36,1363.63,1340.03,667561900
3/7/12,1352.63,1354.85,1343.39,625659800
3/8/12,1365.91,1368.72,1352.65,540003700
3/9/12,1370.87,1374.76,1365.97,524496600
3/12/12,1371.09,1373.04,1366.69,481857300
3/13/12,1395.95,1396.13,1371.92,684474400
3/14/12,1394.28,1399.42,1389.97,688684000
3/15/12,1402.6,1402.63,1392.78,677947800
3/16/12,1404.17,1405.88,1401.47,1362302000
3/19/12,1409.75,1414,1402.43,558778400
3/20/12,1405.52,1409.59,1397.68,560849500
3/21/12,1402.89,1407.75,1400.64,589412000
3/22/12,1392.79,1402.89,1388.73,580947500
3/23/12,1397.11,1399.18,1386.87,576321800
3/26/12,1416.51,1416.58,1397.11,565915600
3/27/12,1412.52,1419.15,1411.95,562274100
3/28/12,1405.54,1413.65,1397.2,645212400
3/29/12,1403.28,1405.39,1391.56,628170600
3/30/12,1408.47,1410.89,1401.42,755153800
4/2/12,1419.04,1422.38,1404.46,588870700
4/3/12,1413.38,1419,1404.62,652731600
